时间,模型,IP,prompt,completion,tokens,积分消耗,当前余额积分,请求ID,key,info
02-01 16:35:30,gpt-4o-mini,2a06:98c0:3600::103,495,445,940,24,92227,0tsdrFXjiTB5Ewhm,主,
02-01 16:35:26,gpt-4o-mini,2a06:98c0:3600::103,549,5,554,6,92233,lRxwqTiYJB4X2eRf,主,
02-01 16:35:19,gpt-4o-mini,2a06:98c0:3600::103,9,475,484,20,92253,JnAvctxLJ4gbW5zq,主,
02-01 16:34:33,gpt-4o-mini,2a06:98c0:3600::103,2412,458,2870,45,92298,1MyxLvbTr7l6nMeU,主,
02-01 16:12:19,gpt-4o-mini,2a06:98c0:3600::103,398,175,573,12,92310,cNQzZemaxq0ZoHj1,主,
02-01 16:12:12,gpt-4o-mini,2a06:98c0:3600::103,1880,593,2473,45,92355,msQoysQHczWsAOsq,主,
02-01 16:07:34,gpt-4o-mini,2a06:98c0:3600::103,1236,630,1866,40,92395,npu4NEgr9PCvExhl,主,
02-01 16:06:25,gpt-4o-mini,2a06:98c0:3600::103,652,570,1222,31,92426,pTK33rhYdH3dd5bc,主,
02-01 16:05:39,gpt-4o-mini,2a06:98c0:3600::103,303,338,641,18,92444,gKn6CaP02ObQqfWD,主,
02-01 15:49:27,gpt-4o-mini,2a06:98c0:3600::103,352,7,359,4,92448,oSQ5FJnA0jjDCoqB,主,
02-01 15:49:23,chatgpt-4o-latest,2a06:98c0:3600::103,952,335,1287,695,93143,5XD39eRWIVjigvCB,主,
02-01 15:47:09,gpt-4o-mini,2a06:98c0:3600::103,229,7,236,3,93146,TI1ZfZg7BpwDwGZO,主,
02-01 15:47:07,gpt-4o-mini,2a06:98c0:3600::103,963,149,1112,17,93163,4sQX29qM13WEJML2,主,
02-01 15:46:20,gpt-4o-mini,2a06:98c0:3600::103,294,5,299,3,93166,WVzhmvgAm5uUBT0H,主,
02-01 15:46:18,gpt-4o-mini,2a06:98c0:3600::103,964,214,1178,19,93185,m3XFVxYIDObo99v4,主,
02-01 15:27:41,gpt-4o-mini,140.245.60.79,838,451,1289,28,93213,64wCRnD3oykvV2F2,主,
02-01 15:24:39,gpt-4o-mini,140.245.60.79,435,393,828,21,93234,DOsnJRuR6fEZwGlb,主,
02-01 15:21:06,gpt-4o-mini,140.245.60.79,87,337,424,15,93249,Wv5BFymmpvYBMAR4,主,
02-01 14:00:57,gpt-4o-mini,134.185.81.235,138,7,145,2,93251,xA39fLk9gLY8p68m,主,
02-01 14:00:52,img-gpt-4o-mini,134.185.81.235,1,0,1,200,93451,img-wjK2IvdttlSrDpe7,主,
02-01 14:00:52,gpt-4o-mini,134.185.81.235,8,64,72,3,93454,wjK2IvdttlSrDpe7,主,
01-31 17:20:17,gpt-4o-mini,134.185.81.235,339,6,345,4,93458,Km2enTAjoQlXh2bh,主,
01-31 17:20:13,gpt-4o-mini,134.185.81.235,964,259,1223,21,93479,q4JDiFvQwb9PAWMC,主,
01-27 20:15:38,gpt-3.5-turbo,140.245.60.79,228,146,374,25,93504,BbTI02pcvd7T1sDa,主,
01-27 20:15:28,gpt-3.5-turbo,140.245.60.79,93,114,207,15,93519,1ikNfTAf2pc6nzi4,主,
01-27 12:35:55,img-gpt-4o,103.151.173.95,1,0,1,1000,94519,img-fPemJLM5XXYasM07,主,
01-27 12:35:55,gpt-4o,103.151.173.95,92,187,279,232,94751,fPemJLM5XXYasM07,主,
01-26 17:20:06,gpt-4o-mini,140.245.44.84,146,322,468,15,94766,30bOhKkLi3XaFPkJ,主,
01-25 21:28:13,gpt-4o-mini,43.243.192.97,1006,419,1425,29,94795,4VQf7E3DGlSeoLE5,主,
01-25 21:27:22,gpt-4o-mini,43.243.192.97,479,326,805,19,94814,bJgxJ0o4xyrskaXh,主,
01-25 21:00:40,img-gpt-4o-mini,43.243.192.97,3,0,3,600,95414,img-moqIcoAvq96Pj4q9,主,
01-25 21:00:40,gpt-4o-mini,43.243.192.97,88,332,420,15,95429,moqIcoAvq96Pj4q9,主,
01-25 20:59:04,img-gpt-4o-mini,43.243.192.97,1,0,1,200,95629,img-U65PVagp2sKgy9aM,主,
01-25 20:59:04,gpt-4o-mini,43.243.192.97,88,177,265,8,95637,U65PVagp2sKgy9aM,主,
01-25 12:48:01,gpt-4o-mini,140.245.44.84,97,37,134,3,95640,t5PzhlKtct8l7mFI,主,
01-25 10:35:18,gpt-4o-mini-2024-07-18,140.245.44.84,1263,387,1650,30,95670,YZ4aCruYnKw0yfeO,主,
01-25 10:34:40,gpt-4o-mini-2024-07-18,140.245.44.84,1263,439,1702,32,95702,gaYN75RwyIpeP1MG,主,
01-25 10:33:48,gpt-4o-mini-2024-07-18,140.245.44.84,984,267,1251,22,95724,a5OZTJresvKJcnWU,主,
01-25 10:31:31,gpt-4o-mini-2024-07-18,140.245.44.84,596,359,955,22,95746,dOs6iqY6Oz1mliE8,主,
01-25 10:20:30,gpt-4o-mini-2024-07-18,140.245.44.84,225,322,547,16,95762,NAz0NWzg4zK3E7Wr,主,
01-25 10:17:42,gpt-4o-mini-2024-07-18,140.245.44.84,94,113,207,6,95768,m4zX9A45hImYeH6j,主,
01-25 10:07:18,gpt-4o-mini-2024-07-18,140.245.44.84,1516,414,1930,34,95802,K7lmUd3mWhvkG0DH,主,
01-25 10:04:08,gpt-4o-mini-2024-07-18,140.245.44.84,780,276,1056,20,95822,y0RF0OZm7cMX5qao,主,
01-25 08:55:24,gpt-4o-mini-2024-07-18,140.245.44.84,473,254,727,16,95838,SL45UDgVIEydLHab,主,
01-25 08:36:34,gpt-4o-mini-2024-07-18,140.245.44.84,132,254,386,12,95850,1xnuIEJ7XN82pAVu,主,
01-24 14:01:43,gpt-4o-mini-2024-07-18,140.245.44.84,2442,412,2854,44,95894,TW4RD8pdgU1NsIEp,主,
01-24 13:59:31,gpt-4o-mini-2024-07-18,140.245.44.84,2431,478,2909,46,95940,B2mxUulmSOGlgukh,主,
01-24 13:51:29,gpt-4o-mini-2024-07-18,140.245.44.84,2319,457,2776,44,95984,LnlVdUCbCfkULyHl,主,
01-24 13:51:14,gpt-4o-mini-2024-07-18,140.245.44.84,1889,413,2302,38,96022,Q2nrtuWB6wWHbIUp,主,
01-24 13:51:10,gpt-4o-mini-2024-07-18,140.245.44.84,1542,338,1880,31,96053,EweoK3hjfQCHk5Jv,主,
01-24 13:28:08,gpt-4o-mini-2024-07-18,140.245.44.84,994,531,1525,33,96086,hbPRpqkmWuDcJHq0,主,
01-24 13:27:17,gpt-4o-mini-2024-07-18,140.245.44.84,612,359,971,22,96108,PAZJky4AMQAyCcDE,主,
01-24 13:15:51,gpt-4o-mini-2024-07-18,183.227.11.37,268,185,453,11,96119,BF2ImNzKUJDQkCtS,主,
01-23 19:54:51,gpt-4o-mini,43.243.192.97,1042,543,1585,34,96153,dFUrST315Fj1QFDD,主,
01-23 19:51:13,gpt-4o-mini,43.243.192.97,168,440,608,20,96173,Po9crUWQig3aVYDJ,主,
01-23 19:51:04,gpt-4o-mini,43.243.192.97,168,413,581,19,96192,RM7MbTW4xGKYz52H,主,
01-23 19:13:42,gpt-3.5-turbo,103.151.173.102,140,297,437,32,96224,4rPE5KJceGneHKss,主,
01-23 19:12:54,gpt-3.5-turbo,103.151.173.102,57685,45,57730,3465,99689,4o1YTjMheGeqm0wr,主,
01-23 19:12:42,gpt-3.5-turbo,103.151.173.102,159,506,665,50,99739,EJB3OBfxILyL5TNH,主,
01-23 13:28:41,gpt-4o-mini,2a06:98c0:3600::103,127,19,146,2,99741,GQMRFhu7jYQK0NJN,主,
01-23 13:28:31,gpt-4o-mini,2a06:98c0:3600::103,987,597,1584,36,99777,YTQDRMBLzSytgAid,主,
01-23 13:25:50,gpt-4o-mini,2a06:98c0:3600::103,602,367,969,22,99799,NH36uuODWFr7Q1YY,主,
01-23 13:25:19,gpt-4o-mini,2a06:98c0:3600::103,158,434,592,20,99819,YNwfgV35E29DWe64,主,
01-23 13:22:12,gpt-4o-mini,2a06:98c0:3600::103,30,90,120,4,99823,z7FMwo0A6wCCH2af,主,
01-23 13:21:59,gpt-4o-mini,2a06:98c0:3600::103,82,5,87,1,99824,IKYJsDUcwMhd87l0,主,
01-23 13:21:53,gpt-4o-mini,2a06:98c0:3600::103,8,9,17,1,99825,uvbqDBw6DslAqv5U,主,
01-23 10:47:43,gpt-4o-mini,2a06:98c0:3600::103,835,508,1343,30,99855,NTHiRIjDzpZMKNgY,主,
01-23 10:35:49,gpt-4o-mini,2a06:98c0:3600::103,190,621,811,28,99883,btFwdxQWYnXECHTb,主,
01-23 10:35:04,pay,,0,0,0,-100000,-117,2501231034491248,主,
01-20 21:22:53,gpt-4o,103.151.173.102,1802,198,2000,851,734,vByBzLAhd0LNCgDe,主,
01-20 20:51:12,gpt-4o-mini,2a06:98c0:3600::103,391,137,528,10,744,C13WP9hP0piSCts5,主,
01-20 20:50:49,gpt-4o-mini,2a06:98c0:3600::103,321,83,404,7,751,7jasEySqiKSJ8JVm,主,
01-20 20:48:17,gpt-4o-mini,103.151.173.102,556,71,627,9,760,kc1Lbr5vbOAH3nQx,主,
01-20 20:47:36,gpt-4o-mini,2a06:98c0:3600::103,263,79,342,6,766,Y59Nw79cSNdTdZtb,主,
01-20 20:47:14,gpt-4o-mini,2a06:98c0:3600::103,251,85,336,6,772,H0xGawEmArMtlBkE,主,
01-20 20:45:10,gpt-4o-mini,2a06:98c0:3600::103,233,69,302,5,777,Pi15I75VVEyfhtI2,主,
01-20 20:44:53,gpt-4o-mini,2a06:98c0:3600::103,199,62,261,5,782,M7OkuZE8Z0PMTsMh,主,
01-20 20:44:33,gpt-4o-mini,2a06:98c0:3600::103,142,32,174,3,785,PboEtxCFrTDMVB3P,主,
01-20 20:43:46,o1-mini,2a06:98c0:3600::103,165,31,196,62,847,aXd769Qv0x4I8B5S,主,
01-20 20:43:29,o1-mini,2a06:98c0:3600::103,65,82,147,84,931,RTI9SdtgyUFPmp6o,主,
01-20 20:43:19,gpt-4o-mini,2a06:98c0:3600::103,97,5,102,1,932,b2WpqKLwBa6FkgHL,主,
01-20 20:43:16,gpt-4o-mini,2a06:98c0:3600::103,9,21,30,1,933,QCrvBVQsXqVIEXLG,主,
01-20 20:41:11,gpt-4o-mini,103.151.173.102,92,450,542,20,953,YtgnBVoCF7Nlug1X,主,
01-20 20:40:27,gpt-4o-mini,103.151.173.102,1993,571,2564,46,999,knEKuEn15AI5IY4T,主,
01-20 20:36:23,gpt-4o-mini,2a06:98c0:3600::103,28,452,480,20,1019,16a5UHEOXFMKwmXM,主,
01-20 20:36:03,gpt-4o-mini,103.151.173.197,1745,439,2184,37,1056,1Ygu54hCvmg2RgCP,主,
01-20 20:35:01,gpt-4o,103.151.173.197,1871,303,2174,987,2043,vopvIsxeNVqIpFKs,主,
01-20 20:34:47,gpt-4o,103.151.173.197,2077,309,2386,1066,3109,abcdPSafMOHx3AJL,主,
01-20 20:25:47,gpt-4o,103.151.173.197,1534,250,1784,811,3920,vZyQecxVEzdcz7cP,主,
01-20 20:24:36,gpt-4o,103.151.173.197,1303,205,1508,681,4601,gvNEll1Zc318gzp0,主,
01-20 18:40:05,img-gpt-4o,103.151.173.102,1,0,1,1000,5601,img-U1WqLPIZo4lz3F66,主,
01-20 18:40:05,gpt-4o,103.151.173.102,950,331,1281,690,6291,U1WqLPIZo4lz3F66,主,
01-20 18:38:48,gpt-4o,103.151.173.197,600,335,935,570,6861,wIdheIkQTALFkaWj,主,
01-20 18:32:51,gpt-4o,103.151.173.102,92,492,584,557,7418,yUCKud2OJshnhLgd,主,
01-20 18:26:01,gpt-4o,103.151.173.102,1216,196,1412,640,8058,M9Ex6Fz4aIzNIqDx,主,
01-20 18:24:38,img-gpt-4o,103.151.173.102,1,0,1,1000,9058,img-JYFjepSb74Z1p103,主,
01-20 18:24:38,gpt-4o,103.151.173.102,837,246,1083,559,9617,JYFjepSb74Z1p103,主,
01-20 18:18:09,gpt-4o,103.151.173.197,1679,320,1999,937,10554,MOk3EpjWhO27o3Aa,主,
01-20 18:07:10,gpt-4o,103.151.173.197,1607,186,1793,769,11323,sI1Dud8KdsZoc4Ha,主,
01-20 17:54:21,gpt-4o,103.151.173.197,1911,278,2189,974,12297,AuuVh0BBUoKoIfsq,主,
01-20 17:53:15,gpt-4o,103.151.173.197,2082,219,2301,972,13269,MOjZe07OsBspsfOq,主,
01-20 17:47:06,gpt-4o,103.151.173.197,2330,208,2538,1049,14318,tJeYtQ6KV92EJR63,主,
01-20 17:42:44,gpt-4o,103.151.173.197,1914,309,2223,1009,15327,EI5pfqZRbPVgndqF,主,
01-20 17:41:37,gpt-4o,103.151.173.197,1996,113,2109,829,16156,Vw69PoGibL5JiI8y,主,
01-20 17:31:56,gpt-4o,103.151.173.197,1688,405,2093,1031,17187,5NtC5p4h5oU15if9,主,
01-20 17:28:30,gpt-4o,103.151.173.197,1538,305,1843,871,18058,waAVo0Nbbq6LDxgy,主,
01-20 17:22:58,gpt-4o,103.151.173.197,1156,311,1467,742,18800,rLnk36z8eq3Aa2xW,主,
01-20 17:20:40,gpt-4o,103.151.173.197,927,196,1123,538,19338,lAQnhs70rU8RFQk8,主,
01-20 17:19:55,gpt-4o,103.151.173.197,809,192,1001,492,19830,JxNcBVlabGY9CYCo,主,
01-20 16:48:30,gpt-4o,103.151.173.197,872,99,971,415,20245,7OSYEEeKN4HErNJT,主,
01-20 16:24:11,gpt-4o,103.151.173.197,394,241,635,396,20641,Tt0ZxS3GTyQk4LT9,主,
01-20 16:24:29,gpt-4o,103.151.173.197,394,184,578,336,20977,GpwS12XDnShwWnLt,主,
01-20 16:23:40,gpt-4o,103.151.173.197,127,243,370,304,21281,VCfEeON0CQAMWNAc,主,
01-20 16:19:22,img-gpt-4o,103.151.173.197,1,0,1,1000,22281,img-nhDYxhIiJxOkvU4S,主,
01-20 16:19:22,gpt-4o,103.151.173.197,994,327,1321,701,22982,nhDYxhIiJxOkvU4S,主,
01-20 16:12:47,gpt-4o,103.151.173.197,952,18,970,357,23339,uFipp2GEba0Xkken,主,
01-20 16:10:03,gpt-4o,103.151.173.197,820,117,937,416,23755,CeLztGRvscq6hVnN,主,
01-20 15:41:48,gpt-4o,103.151.173.197,732,74,806,339,24094,3Prlu62r2OxI1w3b,主,
01-20 15:40:41,gpt-4o,103.151.173.197,563,156,719,366,24460,AUXcgcYE8ZDiarun,主,
01-20 15:37:10,gpt-4o,103.151.173.197,101,441,542,505,24965,4qpAcHqo3WvIBRit,主,
01-20 15:31:12,gpt-4o,103.151.173.197,1787,156,1943,800,25765,hkNlD77zkqKEDYAl,主,
01-20 15:26:43,gpt-4o,103.151.173.197,1635,126,1761,715,26480,kkfNAi0CA5blOmqC,主,
01-20 15:25:31,gpt-4o,103.151.173.197,1362,259,1621,759,27239,HhAGNPZrZESNT5QX,主,
01-20 15:19:02,gpt-4o,103.151.173.197,983,322,1305,692,27931,iUDXxizxTn9EEP7K,主,
01-20 15:15:23,gpt-4o,103.151.173.197,330,398,728,541,28472,8osCzcoRXKSAmcHB,主,
01-20 15:14:07,img-gpt-4o,103.151.173.197,1,0,1,1000,29472,img-bbVfGqKKwoQp6iwY,主,
01-20 15:14:07,gpt-4o,103.151.173.197,1682,328,2010,946,30418,bbVfGqKKwoQp6iwY,主,
01-20 15:12:02,gpt-4o,103.151.173.197,1315,349,1664,838,31256,M84P3h7L4deuOPH6,主,
01-20 15:06:20,gpt-4o,103.151.173.197,741,319,1060,603,31859,WvUOPvCMYrjbgINL,主,
01-20 10:55:47,img-gpt-4o,103.151.173.197,1,0,1,1000,32859,img-nnpcdEmWHWeU4ak1,主,
01-20 10:55:47,gpt-4o,103.151.173.197,139,345,484,417,33276,nnpcdEmWHWeU4ak1,主,
01-20 10:01:00,gpt-4o-mini,2a06:98c0:3600::103,111,5,116,1,33277,zEHRQ0tcLsMvKOpw,主,
01-20 10:00:57,gpt-4o-mini,2a06:98c0:3600::103,206,36,242,4,33281,wTk9UAj7Ggb30PEW,主,
01-20 09:16:00,gpt-4o-mini,2a06:98c0:3600::103,84,4,88,1,33282,oXwv5LFkl2L0SsD6,主,
01-20 09:15:56,gpt-4o-mini,2a06:98c0:3600::103,8,9,17,1,33283,HYaWPpNZTqJw9nAJ,主,
01-20 08:18:57,gpt-4o-mini,2a06:98c0:3600::103,198,7,205,2,33285,gduggJCsFNYUbJiJ,主,
01-20 08:18:53,gpt-4o-mini,2a06:98c0:3600::103,963,119,1082,15,33300,6c0T6VHqif3kCo2y,主,
01-20 07:45:03,gpt-4o-mini,2a06:98c0:3600::103,68,4,72,1,33301,L1dJkZW5thpqiiSf,主,
01-20 07:43:15,gpt-4o-mini,2a06:98c0:3600::103,142,349,491,16,33317,0XhVl0MEcihV01N5,主,
01-20 07:42:59,gpt-4o-mini,2a06:98c0:3600::103,185,7,192,2,33319,Aoa5yYRAZg5EOTu9,主,
01-20 07:42:55,gpt-4o-mini,2a06:98c0:3600::103,965,105,1070,15,33334,7TW1O1bFOg24MjPY,主,
01-20 07:41:37,gpt-4o-mini,2a06:98c0:3600::103,346,7,353,4,33338,VFyZ4DO5Ddf5SVdk,主,
01-20 07:41:31,gpt-4o-mini,2a06:98c0:3600::103,209,270,479,14,33352,ARlbmiqavFvnqIHe,主,
01-20 06:53:55,gpt-4o-mini,2a06:98c0:3600::103,702,358,1060,23,33375,Ema7zlYmCNxChvg3,主,
01-20 06:53:25,gpt-4o-mini,2a06:98c0:3600::103,68,4,72,1,33376,QhyrK0RY2CjBOYkV,主,
01-20 06:53:20,gpt-4o-mini,2a06:98c0:3600::103,702,373,1075,23,33399,tLVASoCDmROmjbAu,主,
01-20 05:26:05,gpt-4o-mini,2a06:98c0:3600::103,129,685,814,31,33430,Ej34T6RynmUdhQqx,主,
01-20 05:24:06,gpt-4o-mini,2a06:98c0:3600::103,165,5,170,2,33432,umQLzX2bIr9vPTTP,主,
01-20 05:24:01,gpt-4o-mini,2a06:98c0:3600::103,965,87,1052,14,33446,Yz7kUAqmo8vlAgrc,主,
01-20 04:24:25,gpt-4o-mini,2a06:98c0:3600::103,337,8,345,4,33450,JzINSn8Fe7rqZqkH,主,
01-20 04:24:19,gpt-4o-mini,2a06:98c0:3600::103,962,259,1221,21,33471,UkrydEwFLbkn1hPl,主,
01-20 03:04:26,gpt-4o-mini,2a06:98c0:3600::103,202,8,210,2,33473,neUhJC3PRymBMJHP,主,
01-20 01:57:40,gpt-4o-mini,217.142.185.226,713,8,721,8,33481,EFiuBhxGHj8yzMiu,主,
01-20 01:24:00,gpt-4o-mini,217.142.185.226,1964,6,1970,21,33502,GjEqjnDWxZmbZyW0,主,
01-20 01:23:56,gpt-4o-mini,217.142.185.226,1890,8,1898,20,33522,NV5w1zxO3G5pVQ48,主,
01-20 00:06:17,gpt-4o-mini,217.142.185.226,95,5,100,1,33523,hdmiH63LvrvoKISm,主,
01-20 00:01:41,gpt-4o-mini,2a06:98c0:3600::103,98,4,102,1,33524,QRo8bvPQIxH2fG1B,主,
01-20 00:01:11,gpt-4o-mini,2a06:98c0:3600::103,138,59,197,4,33528,pLOEul5uAM2BnnVr,主,
01-20 00:00:32,gpt-4o-mini,2a06:98c0:3600::103,197,6,203,2,33530,JdhXQvfxc42nUByL,主,
01-19 23:59:23,gpt-4o-mini,2a06:98c0:3600::103,83,5,88,1,33531,nMZpJEQiV9osJxdy,主,
01-19 23:57:40,gpt-4o-mini,2a06:98c0:3600::103,115,7,122,1,33532,VWu2ezdKvnBVwPWM,主,
01-19 23:41:21,gpt-4o-mini,217.142.185.226,366,8,374,4,33536,95QJi2t89Z7JwGKY,主,
01-19 23:29:37,gpt-4o-mini,2a06:98c0:3600::103,84,4,88,1,33537,1dfIx5oAeaYdULry,主,
01-19 23:28:41,gpt-4o-mini,2a06:98c0:3600::103,197,5,202,2,33539,N8FAymb4H4qW1c1y,主,
01-19 23:28:36,gpt-4o-mini,2a06:98c0:3600::103,963,117,1080,15,33554,2kW0lr9wjINokpVj,主,
01-19 23:27:16,gpt-4o-mini,217.142.185.226,411,7,418,5,33559,DfhEFZkCR4XNsryq,主,
01-19 23:21:15,gpt-4o-mini,2a06:98c0:3600::103,75,6,81,1,33560,18RsxM1yxZitpYL2,主,
01-19 15:43:43,gpt-3.5-turbo,103.151.173.102,16040,24,16064,964,34524,uSAado312EsN803t,主,
01-19 15:43:34,gpt-3.5-turbo,103.151.173.102,959,47,1006,61,34585,hQ1QJDBNQZuSb44D,主,
01-19 15:42:42,gpt-4o,103.151.173.197,100,7,107,43,34628,e2hPzA3dlDwiq8nE,主,
01-19 15:42:15,gpt-3.5-turbo,103.151.173.102,15908,23,15931,956,35584,enkLHsAolerRMqwe,主,
01-19 15:41:56,gpt-3.5-turbo,103.151.173.102,627,50,677,42,35626,ZRgPSVMFM6TW15aU,主,
01-19 15:41:02,gpt-3.5-turbo,103.151.173.102,15312,494,15806,958,36584,a0cr5X95u5RE0BGl,主,
01-19 13:07:15,gpt-4o-mini,140.245.44.84,242,6,248,3,36587,qJUrZ0pAYpcp1WKr,主,
01-19 13:07:09,gpt-4o-mini,140.245.44.84,964,162,1126,17,36604,1tNze5s44eIRM6Am,主,
01-19 13:04:00,gpt-4o-mini,140.245.44.84,290,8,298,3,36607,RjipgZI67W2NwxI2,主,
01-19 13:03:55,gpt-4o-mini,140.245.44.84,964,210,1174,19,36626,JBbmfP18yvgopb2M,主,
01-19 13:00:09,gpt-4o-mini,140.245.44.84,74,4,78,1,36627,gVy7tkSTxW7hikJq,主,
01-19 12:34:30,gpt-4o-mini,140.245.44.84,8,9,17,1,36628,XppdWYr7Jha1iyEB,主,
01-19 06:52:57,gpt-4o-mini,217.142.185.226,83,5,88,1,36629,4G5theYQzeRyRDjE,主,
01-19 06:48:33,gpt-4o-mini,217.142.185.226,596,6,602,7,36636,SOoIIULXFjyo7vbt,主,
01-19 06:48:26,gpt-4o-mini,217.142.185.226,12,519,531,22,36658,DtaKLcH5kOeAkRSr,主,
01-19 05:18:33,gpt-4o-mini,217.142.185.226,1883,8,1891,20,36678,sLSHuTga2rBrktbu,主,
01-19 05:14:52,gpt-4o-mini,217.142.185.226,195,37,232,4,36682,wnwgAIIUHsw5IhCp,主,
01-19 05:14:35,gpt-4o-mini,217.142.185.226,109,6,115,1,36683,fmXjQb3rbmC6v8Y9,主,
01-19 01:25:50,gpt-4o-mini,129.150.35.142,628,4,632,7,36690,keH4XC2ZnXAGz0Qf,主,
01-19 01:24:34,gpt-4o-mini,217.142.185.226,202,7,209,2,36692,TREfXDd86nlUPajt,主,
01-19 01:24:24,gpt-4o-mini,31.192.233.129,315,93,408,7,36699,LSvV8L4rUfffZ2mn,主,
01-19 01:24:15,gpt-4o-mini,31.192.233.129,247,70,317,6,36705,iNzFWxPzrHilJygC,主,
01-19 01:24:01,gpt-4o-mini,217.142.185.226,301,66,367,6,36711,9d3kbwdVmES9te7R,主,
01-19 01:23:58,gpt-4o-mini,31.192.233.129,168,46,214,4,36715,7ErVcLjaBy7wNebk,主,
01-19 01:23:55,gpt-4o-mini,217.142.185.226,160,47,207,4,36719,nyEbhPhdlNRpz3fg,主,
01-19 01:22:39,gpt-4o-mini,31.192.233.129,124,7,131,2,36721,lZiHISCrrEZ61AqO,主,
01-19 01:20:47,gpt-4o-mini,217.142.185.226,115,6,121,1,36722,BEdCXePWmkyTSyaD,主,
01-18 09:56:31,gpt-4o-mini,217.142.185.226,15275,263,15538,174,36896,q87SbnbDjSThjF3M,主,
01-18 09:56:27,gpt-4o-mini,217.142.185.226,16114,200,16314,180,37076,547zkZN1qBJQNH8Y,主,
01-18 09:55:07,gpt-4o-mini,217.142.185.226,15902,199,16101,178,37254,03oCRLevQyM8PG7r,主,
01-18 09:50:02,gpt-4o-mini,217.142.185.226,15459,373,15832,180,37434,GfCG7mQw5XLv6Nft,主,
01-18 09:01:50,gpt-4o-mini,217.142.185.226,15180,3,15183,162,37596,5AXthDRV7GflHRoh,主,
01-18 08:41:35,gpt-4o-mini,217.142.185.226,15230,8,15238,162,37758,eXjO8qUmDGj9OPeh,主,
01-18 08:41:29,gpt-4o-mini,217.142.185.226,14789,375,15164,173,37931,XTzov7pmvZkyQixQ,主,
01-18 08:05:49,gpt-4o-mini,217.142.185.226,13910,366,14276,164,38095,4WxEjlI7Gj6o3m4E,主,
01-18 08:05:08,gpt-4o-mini,217.142.185.226,13522,364,13886,159,38254,op2CrPwe8spsxFtU,主,
01-18 08:05:05,gpt-4o-mini,217.142.185.226,13234,40,13274,143,38397,X20rf20TlhvgAFX2,主,
01-18 07:48:55,gpt-4o-mini,217.142.185.226,13282,7,13289,142,38539,Qi5EjX5iNk2281Zh,主,
01-18 07:48:49,gpt-4o-mini,217.142.185.226,12894,322,13216,151,38690,uV6uS83yGSU7A1qO,主,
01-18 07:04:05,img-gpt-4o-2024-11-20,217.142.185.226,1,0,1,1000,39690,img-2cnGvMU2xEL8q0pS,主,
01-18 07:04:05,gpt-4o-2024-11-20,217.142.185.226,9495,1429,10924,4893,44583,2cnGvMU2xEL8q0pS,主,
01-18 07:03:44,img-gpt-4o,217.142.185.226,1,0,1,1000,45583,img-VbKfUDQDbMAkPTxx,主,
01-18 07:03:44,gpt-4o,217.142.185.226,9495,928,10423,4359,49942,VbKfUDQDbMAkPTxx,主,
01-18 07:03:14,img-gpt-4o,217.142.185.226,1,0,1,1000,50942,img-3tZTsOGofgz92RI1,主,
01-18 07:03:14,gpt-4o,217.142.185.226,9495,1298,10793,4753,55695,3tZTsOGofgz92RI1,主,
01-18 07:02:13,img-gpt-4o,217.142.185.226,1,0,1,1000,56695,img-T5COQjjhSH3Ihqtq,主,
01-18 07:02:13,gpt-4o,217.142.185.226,9495,1084,10579,4525,61220,T5COQjjhSH3Ihqtq,主,
01-18 05:52:16,gpt-4o-mini,217.142.185.226,1526,7,1533,17,61237,otre8V8zZo2ltttU,主,
01-18 05:31:36,img-gpt-4o-mini,217.142.185.226,1,0,1,200,61437,img-U9jPtyUk4t1R8pUZ,主,
01-18 05:31:36,gpt-4o-mini,217.142.185.226,430,140,570,10,61447,U9jPtyUk4t1R8pUZ,主,
01-18 05:30:35,img-gpt-4o-mini,217.142.185.226,1,0,1,200,61647,img-n8JzAVBmhuiRoLVT,主,
01-18 05:30:35,gpt-4o-mini,217.142.185.226,430,237,667,15,61662,n8JzAVBmhuiRoLVT,主,
01-18 05:29:34,img-gpt-4o-mini,217.142.185.226,1,0,1,200,61862,img-lQSSUr3uQNhdts3x,主,
01-18 05:29:34,gpt-4o-mini,217.142.185.226,430,190,620,13,61875,lQSSUr3uQNhdts3x,主,
01-18 05:16:38,gpt-4o-mini,217.142.185.226,18,398,416,17,61892,mBIkDMliuKlYAod5,主,
01-18 05:16:32,gpt-4o-mini,217.142.185.226,84,8,92,1,61893,JOY7MyrRP4Z9BEAr,主,
01-18 04:36:42,gpt-4o-mini,217.142.185.226,84,6,90,1,61894,YP0hkPIIYJVng6OE,主,
01-18 04:34:45,gpt-4o-mini,217.142.185.226,158,52,210,4,61898,9DGdYSbl2PNhYc2V,主,
01-18 04:26:07,gpt-4o-mini,217.142.185.226,113,6,119,1,61899,HrtUPtfNjLW3jsrW,主,
01-18 03:57:12,gpt-4o-mini,217.142.185.226,935,371,1306,26,61925,YJSxCfm6dfJBrW4a,主,
01-18 03:57:04,gpt-4o-mini,217.142.185.226,1921,588,2509,45,61970,aWsXflBYpf3DYJs5,主,
01-18 03:55:02,gpt-4o-mini,217.142.185.226,887,10,897,10,61980,C6IIcEvljcwfshun,主,
01-18 03:54:52,gpt-4o-mini,217.142.185.226,13,810,823,35,62015,yMmCY3kLsv5QoT30,主,
01-18 03:51:53,gpt-4o-mini,217.142.185.226,935,211,1146,19,62034,enEMoPtsdRX7g4Ob,主,
